Age,Education Level,Job Title,Years of Experience,Salary
27,PhD,Manager,4,120508
37,Master's,Software Engineer,10,93276
43,High School,Software Engineer,12,52780
57,PhD,Sales Representative,21,71303
29,Bachelor's,Data Analyst,9,78970
52,Master's,Data Analyst,19,89255
43,Bachelor's,Data Analyst,13,54219
58,PhD,Data Analyst,22,124614
45,High School,Software Engineer,14,53819
58,PhD,Sales Representative,17,63488
51,Master's,Manager,18,101909
30,High School,Sales Representative,8,42817
49,PhD,Manager,12,129052
57,Bachelor's,Sales Representative,21,49420
22,Master's,Software Engineer,0,85264
49,Master's,Sales Representative,16,55060
46,PhD,Data Analyst,16,100801
56,High School,Manager,22,70497
56,Master's,Software Engineer,22,120017
26,PhD,Data Analyst,5,92770
39,Master's,Manager,11,118590
41,High School,Data Analyst,11,44264
45,Master's,Data Analyst,11,77653
54,Bachelor's,Data Analyst,21,66422
37,Bachelor's,Software Engineer,11,73823
47,PhD,Manager,17,120782
52,Bachelor's,Data Analyst,20,70111
54,Master's,Data Analyst,20,105244
53,PhD,Data Analyst,19,113260
49,Bachelor's,Sales Representative,12,48725
49,Bachelor's,Manager,16,92231
27,Bachelor's,Data Analyst,5,73396
51,PhD,Data Analyst,16,115187
59,PhD,Manager,22,146285
44,Master's,Manager,15,119906
53,High School,Sales Representative,19,36653
27,Master's,Manager,5,113121
49,PhD,Data Analyst,12,98586
43,PhD,Sales Representative,15,78159
57,Bachelor's,Software Engineer,19,92736
43,PhD,Data Analyst,11,102856
41,Bachelor's,Manager,12,93602
33,Bachelor's,Data Analyst,7,55770
46,Master's,Manager,15,115968
53,PhD,Software Engineer,22,117064
49,Bachelor's,Sales Representative,17,43958
36,Master's,Sales Representative,7,53401
39,Bachelor's,Data Analyst,11,72490
51,Master's,Software Engineer,17,101362
46,PhD,Sales Representative,13,77536
43,High School,Data Analyst,10,47356
36,PhD,Data Analyst,13,97082
27,Bachelor's,Sales Representative,9,41657
23,Master's,Data Analyst,0,72008
56,PhD,Manager,22,118590
57,PhD,Sales Representative,25,66550
41,Master's,Sales Representative,10,54819
34,High School,Manager,9,57492
50,Master's,Sales Representative,15,57690
43,High School,Data Analyst,11,53006
49,PhD,Manager,18,132056
51,Master's,Sales Representative,18,51465
35,PhD,Sales Representative,9,62328
25,PhD,Data Analyst,4,80387
56,Bachelor's,Sales Representative,20,55612
41,High School,Software Engineer,9,43492
33,High School,Software Engineer,9,51634
40,Bachelor's,Manager,12,69358
22,Master's,Manager,0,101585
27,High School,Manager,4,62658
47,Bachelor's,Manager,13,96768
31,PhD,Software Engineer,3,116629
25,High School,Manager,3,70231
28,Bachelor's,Software Engineer,3,76809
28,Master's,Data Analyst,2,79153
41,PhD,Software Engineer,12,104219
42,Bachelor's,Software Engineer,15,71139
43,PhD,Data Analyst,15,108271
50,PhD,Sales Representative,14,78154
32,Master's,Manager,6,107568
48,Master's,Data Analyst,19,104944
42,High School,Software Engineer,12,56886
51,Bachelor's,Software Engineer,16,93866
52,Master's,Manager,17,124248
21,Bachelor's,Data Analyst,3,48682
49,High School,Software Engineer,17,50232
41,Master's,Software Engineer,15,108657
22,High School,Sales Representative,4,35775
41,PhD,Manager,14,139240
25,Master's,Sales Representative,4,59534
30,Bachelor's,Software Engineer,7,72312
53,Bachelor's,Manager,21,92180
31,High School,Sales Representative,7,37728
24,Master's,Data Analyst,1,90127
54,Bachelor's,Manager,19,100059
56,Master's,Software Engineer,23,108527
56,Master's,Manager,19,102525
47,High School,Manager,13,58515
24,PhD,Sales Representative,2,61214
49,Bachelor's,Sales Representative,19,50713
42,Bachelor's,Sales Representative,12,49797
38,Master's,Sales Representative,9,56330
60,Master's,Software Engineer,25,130357
43,PhD,Manager,14,117914
25,PhD,Software Engineer,2,103804
22,PhD,Sales Representative,0,62912
58,High School,Software Engineer,21,68419
37,High School,Sales Representative,5,31418
54,PhD,Software Engineer,19,101442
60,Bachelor's,Data Analyst,23,80963
24,High School,Data Analyst,2,41271
41,PhD,Software Engineer,12,112252
44,High School,Software Engineer,13,57063
50,Master's,Manager,17,107455
52,Bachelor's,Software Engineer,18,76297
50,High School,Data Analyst,20,49026
24,Master's,Sales Representative,0,51847
42,PhD,Sales Representative,13,64929
32,Master's,Manager,9,114896
56,Bachelor's,Software Engineer,21,77597
36,Master's,Software Engineer,9,89301
51,PhD,Data Analyst,17,109109
26,High School,Manager,5,55484
40,PhD,Software Engineer,9,131176
53,Master's,Data Analyst,16,76658
34,Master's,Data Analyst,10,76609
27,PhD,Sales Representative,4,67365
23,PhD,Manager,3,130116
46,Bachelor's,Sales Representative,13,52758
31,High School,Manager,8,69870
56,High School,Data Analyst,24,48561
40,Master's,Data Analyst,10,92834
49,Bachelor's,Data Analyst,17,79772
35,High School,Sales Representative,7,32901
51,High School,Data Analyst,20,52354
52,Master's,Software Engineer,16,84902
51,PhD,Software Engineer,17,139517
22,PhD,Manager,1,114579
57,High School,Software Engineer,20,65376
28,High School,Manager,3,55915
43,PhD,Software Engineer,12,116550
59,Bachelor's,Data Analyst,22,67292
52,PhD,Sales Representative,20,73311
47,High School,Manager,15,65371
59,High School,Sales Representative,21,45510
24,High School,Sales Representative,1,30856
45,Bachelor's,Manager,16,80733
22,Master's,Manager,1,101428
36,Master's,Manager,13,117919
28,Master's,Sales Representative,8,48129
23,PhD,Software Engineer,0,104376
28,PhD,Manager,5,110424
25,Master's,Sales Representative,0,56322
52,Bachelor's,Software Engineer,17,73541
54,PhD,Sales Representative,22,76851
40,PhD,Sales Representative,12,70648
60,PhD,Manager,23,143616
35,High School,Software Engineer,6,43129
45,Master's,Data Analyst,18,100987
54,PhD,Data Analyst,19,105852
29,Master's,Software Engineer,6,107421
26,High School,Software Engineer,4,56257
41,PhD,Software Engineer,13,112356
33,Master's,Data Analyst,9,103781
21,PhD,Sales Representative,0,71679
33,High School,Manager,6,61567
45,Bachelor's,Manager,17,90227
57,PhD,Manager,23,115757
44,High School,Data Analyst,14,54609
46,PhD,Software Engineer,11,110829
21,High School,Software Engineer,0,57373
51,Bachelor's,Software Engineer,16,76523
39,Master's,Data Analyst,11,101494
30,Master's,Software Engineer,2,99451
42,High School,Manager,12,60752
38,Bachelor's,Sales Representative,10,51825
24,Master's,Software Engineer,6,108376
46,Bachelor's,Data Analyst,14,55492
25,Master's,Manager,4,121780
54,Bachelor's,Data Analyst,22,85078
51,Master's,Manager,18,114152
32,High School,Sales Representative,4,28786
44,High School,Software Engineer,12,51560
28,Bachelor's,Data Analyst,7,78491
21,Master's,Software Engineer,0,100875
52,PhD,Data Analyst,14,100986
53,PhD,Software Engineer,20,138038
30,Bachelor's,Software Engineer,4,89334
22,Master's,Data Analyst,3,86223
49,PhD,Sales Representative,16,67703
41,Master's,Manager,15,125145
48,Master's,Manager,18,113033
35,High School,Software Engineer,12,61875
45,Bachelor's,Sales Representative,13,43523
38,PhD,Data Analyst,10,104148
58,Master's,Manager,21,104910
48,High School,Data Analyst,17,53227
45,Bachelor's,Data Analyst,18,60412
22,PhD,Sales Representative,3,73129
29,Master's,Software Engineer,4,83986
57,High School,Manager,25,87392
60,Bachelor's,Sales Representative,25,52927
36,Master's,Data Analyst,10,94048
22,High School,Data Analyst,2,50080
37,Bachelor's,Sales Representative,9,47910
45,Master's,Software Engineer,17,104139
37,Master's,Manager,10,125389
44,Master's,Software Engineer,16,116907
34,Master's,Sales Representative,11,59533
45,High School,Manager,15,61715
58,High School,Software Engineer,22,62866
34,PhD,Data Analyst,7,97602
39,Master's,Software Engineer,12,106157
29,Bachelor's,Software Engineer,9,85273
49,PhD,Manager,17,116752
29,PhD,Software Engineer,1,119469
58,PhD,Sales Representative,21,74965
49,PhD,Sales Representative,20,80270
39,Master's,Manager,8,115229
28,Bachelor's,Data Analyst,4,82384
24,PhD,Manager,2,116897
52,Bachelor's,Software Engineer,18,79135
51,Bachelor's,Data Analyst,15,59684
45,PhD,Software Engineer,15,128919
49,PhD,Software Engineer,17,105016
54,Bachelor's,Data Analyst,18,76230
49,Master's,Data Analyst,18,101592
37,High School,Data Analyst,9,56018
23,High School,Software Engineer,0,59684
58,Bachelor's,Manager,24,97490
34,Bachelor's,Data Analyst,8,67903
51,Master's,Data Analyst,20,88810
30,High School,Manager,3,47005
36,Master's,Data Analyst,12,104670
30,High School,Data Analyst,5,38979
27,PhD,Data Analyst,4,110142
53,High School,Data Analyst,18,56828
28,Bachelor's,Data Analyst,5,52942
44,High School,Sales Representative,16,45140
50,Bachelor's,Data Analyst,17,66904
55,Master's,Data Analyst,21,93560
54,Bachelor's,Software Engineer,20,72794
58,High School,Manager,22,72837
48,Bachelor's,Data Analyst,17,65732
31,Bachelor's,Software Engineer,7,90183
34,Bachelor's,Data Analyst,8,60656
42,Master's,Sales Representative,10,51680
55,High School,Sales Representative,25,45404
24,Bachelor's,Software Engineer,4,66157
45,Master's,Software Engineer,16,96581
35,PhD,Software Engineer,11,124264
54,Master's,Data Analyst,18,87074
40,Master's,Software Engineer,11,105934
48,PhD,Software Engineer,17,120823
48,High School,Data Analyst,14,54325
29,High School,Sales Representative,4,35561
27,Bachelor's,Sales Representative,3,41974
55,Bachelor's,Manager,23,93556
49,Bachelor's,Sales Representative,20,50232
45,Master's,Sales Representative,15,66672
42,High School,Manager,8,65581
22,High School,Manager,0,53288
34,Bachelor's,Manager,11,82506
53,Bachelor's,Manager,20,87149
47,Master's,Sales Representative,13,71045
33,Bachelor's,Software Engineer,5,90984
25,Master's,Data Analyst,1,72288
55,High School,Sales Representative,18,42528
45,PhD,Data Analyst,12,92792
60,Master's,Manager,21,128461
44,Bachelor's,Manager,12,76972
44,PhD,Sales Representative,12,73846
34,Bachelor's,Sales Representative,9,50110
37,High School,Sales Representative,7,37888
60,Master's,Sales Representative,21,57507
52,PhD,Software Engineer,18,109528
38,PhD,Software Engineer,12,134860
57,High School,Sales Representative,22,45214
30,High School,Manager,6,60236
59,High School,Data Analyst,25,48796
59,Bachelor's,Sales Representative,22,47903
48,Bachelor's,Software Engineer,20,92501
30,High School,Data Analyst,11,45941
27,Master's,Software Engineer,7,110229
34,PhD,Manager,5,113305
46,Bachelor's,Data Analyst,15,81976
33,Master's,Manager,6,113949
32,Bachelor's,Software Engineer,8,86625
25,Master's,Software Engineer,2,87194
51,PhD,Sales Representative,22,59181
35,Bachelor's,Data Analyst,11,71251
48,Master's,Sales Representative,17,53205
30,Master's,Manager,7,104263
39,Master's,Manager,11,110270
48,PhD,Sales Representative,16,67830
37,High School,Data Analyst,10,50742
30,PhD,Sales Representative,7,59656
45,PhD,Sales Representative,12,74235
58,Master's,Software Engineer,23,100099
27,High School,Manager,4,68725
31,Master's,Manager,7,112114
34,High School,Software Engineer,7,49723
47,Bachelor's,Software Engineer,18,83476
57,Master's,Sales Representative,23,59141
21,PhD,Sales Representative,0,62181
57,Master's,Software Engineer,20,96050
53,High School,Manager,18,59849
49,Master's,Software Engineer,19,97093
58,PhD,Data Analyst,22,96225
51,Bachelor's,Sales Representative,19,60387
59,High School,Manager,22,70448
33,Master's,Software Engineer,8,101559
24,Bachelor's,Software Engineer,5,80317
25,Bachelor's,Software Engineer,3,75589
56,PhD,Manager,24,143072
34,PhD,Data Analyst,8,103377
51,Master's,Manager,15,119245
39,Bachelor's,Manager,12,85866
27,Master's,Sales Representative,2,59302
28,High School,Data Analyst,5,45568
26,Bachelor's,Sales Representative,7,39073
39,PhD,Software Engineer,12,116802
44,Master's,Sales Representative,11,58291
32,Bachelor's,Software Engineer,9,64887
21,Bachelor's,Data Analyst,0,80667
25,PhD,Software Engineer,2,102481
27,Bachelor's,Software Engineer,5,87258
46,High School,Software Engineer,16,58749
58,High School,Manager,25,69233
50,High School,Manager,18,63594
28,PhD,Sales Representative,4,68792
39,PhD,Sales Representative,8,72011
48,PhD,Software Engineer,17,136819
51,High School,Software Engineer,18,50126
60,Bachelor's,Data Analyst,23,74560
24,High School,Sales Representative,0,42239
22,High School,Manager,0,70159
39,High School,Data Analyst,11,43633
27,Master's,Data Analyst,8,90455
33,PhD,Data Analyst,7,104796
40,Bachelor's,Data Analyst,11,75728
32,High School,Data Analyst,8,50153
33,High School,Sales Representative,5,28682
24,Master's,Data Analyst,1,71757
28,High School,Software Engineer,5,54595
57,Bachelor's,Sales Representative,23,68137
33,High School,Software Engineer,10,45776
48,Bachelor's,Sales Representative,17,48685
50,PhD,Manager,15,133925
44,Master's,Software Engineer,11,109123
39,High School,Sales Representative,12,44984
28,PhD,Sales Representative,7,65613
56,PhD,Software Engineer,24,113288
24,Bachelor's,Manager,1,73162
50,Bachelor's,Sales Representative,15,37005
47,PhD,Software Engineer,19,126960
36,Bachelor's,Data Analyst,10,63774
59,Master's,Data Analyst,20,91524
34,PhD,Data Analyst,9,97288
39,Bachelor's,Software Engineer,11,66592
38,Master's,Sales Representative,7,48275
31,Bachelor's,Manager,5,88790
56,Master's,Data Analyst,20,105199
43,Master's,Sales Representative,15,71416
55,Master's,Data Analyst,19,82682
51,Bachelor's,Data Analyst,17,61968
45,High School,Manager,13,75664
35,Bachelor's,Software Engineer,11,87427
56,Bachelor's,Manager,23,92990
36,Bachelor's,Data Analyst,8,77453
41,Bachelor's,Data Analyst,10,64513
40,High School,Sales Representative,12,35238
43,PhD,Sales Representative,14,66083
39,PhD,Data Analyst,13,106632
58,PhD,Data Analyst,25,113739
40,Master's,Software Engineer,15,92218
21,High School,Manager,3,68284
45,High School,Data Analyst,15,46688
24,High School,Manager,4,60582
58,PhD,Software Engineer,24,121103
41,Bachelor's,Manager,13,82555
52,PhD,Software Engineer,20,120626
41,Master's,Manager,10,112834
46,PhD,Software Engineer,17,123848
48,Bachelor's,Data Analyst,20,64387
40,Master's,Sales Representative,11,50848
46,PhD,Software Engineer,10,125920
41,Master's,Data Analyst,8,77320
53,PhD,Sales Representative,20,61928
50,Master's,Manager,16,103090
24,Bachelor's,Manager,0,81941
23,Master's,Software Engineer,0,100335
31,Master's,Manager,10,96013
26,High School,Sales Representative,3,33766
26,Master's,Data Analyst,5,88886
57,Master's,Manager,20,106066
21,Master's,Manager,1,118121
23,PhD,Manager,3,109222
32,Bachelor's,Manager,8,79384
41,High School,Data Analyst,13,48265
51,High School,Sales Representative,15,32068
51,PhD,Manager,18,112519
27,Master's,Software Engineer,0,103220
53,High School,Data Analyst,19,47592
22,High School,Sales Representative,0,26083
45,High School,Data Analyst,19,57158
38,PhD,Data Analyst,11,117677
31,Bachelor's,Manager,4,82092
49,Master's,Data Analyst,17,102153
53,Master's,Data Analyst,20,93197
53,PhD,Sales Representative,22,74616
22,Bachelor's,Data Analyst,0,65657
38,Master's,Software Engineer,10,115086
39,High School,Software Engineer,9,57088
43,High School,Manager,15,69848
42,PhD,Sales Representative,14,69248
56,High School,Sales Representative,21,40605
58,Bachelor's,Sales Representative,23,44798
32,High School,Manager,6,71179
42,PhD,Data Analyst,11,112400
31,Bachelor's,Data Analyst,6,78004
26,PhD,Manager,4,124370
52,High School,Data Analyst,19,52481
53,High School,Software Engineer,17,46009
42,High School,Data Analyst,12,46918
57,PhD,Software Engineer,24,140907
57,Master's,Software Engineer,20,114115
34,High School,Data Analyst,6,41028
53,Bachelor's,Software Engineer,18,82295
31,Master's,Software Engineer,5,89210
53,Bachelor's,Sales Representative,19,58049
27,Bachelor's,Manager,5,75423
23,PhD,Software Engineer,0,108754
32,Bachelor's,Data Analyst,4,79323
52,Master's,Manager,17,118253
51,High School,Manager,19,76715
46,High School,Data Analyst,16,58251
26,Bachelor's,Software Engineer,3,83008
29,High School,Sales Representative,8,35678
24,High School,Sales Representative,4,28249
37,Bachelor's,Data Analyst,9,83516
24,Master's,Data Analyst,3,94552
24,Bachelor's,Sales Representative,0,43221
40,Bachelor's,Data Analyst,12,78582
46,High School,Sales Representative,13,39380
35,PhD,Software Engineer,5,117447
56,Bachelor's,Software Engineer,24,103062
30,Bachelor's,Sales Representative,8,55731
57,PhD,Software Engineer,25,121944
52,Bachelor's,Data Analyst,19,62965
31,Master's,Data Analyst,10,78698
55,Master's,Sales Representative,20,56109
40,Master's,Manager,11,104337
47,Bachelor's,Data Analyst,16,62774
45,High School,Sales Representative,12,32555
31,High School,Data Analyst,7,40953
33,PhD,Software Engineer,4,122431
52,High School,Sales Representative,14,45581
41,Master's,Manager,13,102155
22,PhD,Data Analyst,0,92029
35,High School,Data Analyst,7,41245
57,Master's,Sales Representative,21,62730
42,Bachelor's,Software Engineer,10,79580
24,Bachelor's,Sales Representative,0,41680
23,Master's,Data Analyst,4,87433
35,High School,Software Engineer,11,58036
24,PhD,Data Analyst,0,102069
51,Bachelor's,Software Engineer,20,80721
23,Bachelor's,Software Engineer,3,77206
48,High School,Data Analyst,19,43442
34,High School,Software Engineer,7,42762
27,Master's,Software Engineer,5,103341
21,High School,Sales Representative,0,30564
60,Master's,Manager,18,93682
41,Bachelor's,Sales Representative,14,55639
50,PhD,Sales Representative,16,76294
34,Bachelor's,Manager,10,81078
41,High School,Manager,13,61682
60,High School,Software Engineer,23,62351
38,Master's,Manager,11,99393
44,Bachelor's,Software Engineer,15,71091
36,PhD,Manager,5,121263
41,Master's,Manager,9,109902
56,Master's,Software Engineer,18,113318
53,Bachelor's,Software Engineer,18,88980
43,High School,Software Engineer,13,56364
27,High School,Manager,4,64450
40,Bachelor's,Sales Representative,10,46047
21,Bachelor's,Manager,0,80087
32,High School,Software Engineer,6,41769
21,High School,Data Analyst,1,31137
37,Master's,Sales Representative,10,56344
46,Bachelor's,Sales Representative,18,49685
57,Bachelor's,Sales Representative,21,56522
54,Master's,Manager,19,112834
24,Master's,Data Analyst,5,84200
33,Master's,Data Analyst,7,101809
26,Bachelor's,Software Engineer,4,73956
55,PhD,Manager,21,113057
28,Bachelor's,Software Engineer,2,84053
46,PhD,Sales Representative,18,74115
45,PhD,Software Engineer,14,121112
32,Bachelor's,Manager,10,81761
39,Bachelor's,Manager,11,91233
51,High School,Software Engineer,19,64639
34,Master's,Data Analyst,8,81779
60,PhD,Data Analyst,23,94573
23,PhD,Software Engineer,0,88028
42,PhD,Sales Representative,11,58981
34,High School,Manager,6,67094
31,PhD,Manager,10,119809
31,Master's,Sales Representative,6,54908
36,Master's,Software Engineer,7,82893
31,PhD,Manager,8,119394
23,PhD,Software Engineer,0,130722
24,PhD,Software Engineer,1,108465
42,High School,Manager,16,63728
56,Master's,Sales Representative,19,57855
25,Bachelor's,Sales Representative,4,40026
25,PhD,Sales Representative,1,54474
50,Bachelor's,Manager,19,81871
57,Bachelor's,Sales Representative,24,50372
58,Master's,Sales Representative,23,68913
55,Bachelor's,Software Engineer,22,80216
53,PhD,Software Engineer,19,129810
58,PhD,Data Analyst,26,121232
36,Bachelor's,Software Engineer,9,85182
55,Bachelor's,Software Engineer,24,88800
41,PhD,Manager,10,109039
30,Master's,Manager,7,112801
25,Bachelor's,Manager,0,70728
25,Master's,Sales Representative,4,46481
34,PhD,Software Engineer,8,128061
39,Master's,Data Analyst,11,80626
30,Bachelor's,Sales Representative,7,52468
33,High School,Software Engineer,12,55341
25,PhD,Sales Representative,0,51910
40,Bachelor's,Manager,9,90951
42,High School,Data Analyst,11,42576
48,Master's,Manager,15,117966
47,PhD,Sales Representative,14,74657
40,PhD,Manager,12,131953
38,High School,Data Analyst,7,56113
28,Bachelor's,Software Engineer,5,90750
60,PhD,Manager,24,135201
46,Master's,Manager,14,126945
55,Master's,Sales Representative,22,67734
41,Master's,Manager,14,103348
29,Bachelor's,Software Engineer,3,62746
58,Master's,Manager,22,127080
37,PhD,Manager,10,131906
56,Bachelor's,Software Engineer,20,76545
59,Bachelor's,Manager,22,89916
56,PhD,Sales Representative,21,85303
25,PhD,Manager,2,130439
36,Bachelor's,Software Engineer,8,69888
42,Master's,Sales Representative,10,60107
36,High School,Sales Representative,9,41233
48,PhD,Sales Representative,14,64336
58,Bachelor's,Software Engineer,23,95454
25,Bachelor's,Software Engineer,2,62152
50,PhD,Manager,16,121809
52,Master's,Manager,20,106369
21,PhD,Sales Representative,1,67423
49,PhD,Data Analyst,16,115279
51,PhD,Software Engineer,17,106014
48,PhD,Manager,13,124758
25,Master's,Sales Representative,2,51827
42,High School,Manager,12,57191
25,PhD,Software Engineer,0,118802
55,Bachelor's,Manager,23,86392
59,High School,Software Engineer,22,58783
44,Bachelor's,Data Analyst,15,53318
37,Bachelor's,Software Engineer,8,62276
29,PhD,Sales Representative,6,57278
26,High School,Sales Representative,2,35982
27,High School,Data Analyst,3,41079
24,Master's,Manager,4,90166
34,Master's,Data Analyst,6,95763
49,Bachelor's,Sales Representative,17,50207
25,PhD,Software Engineer,3,125754
33,Bachelor's,Software Engineer,6,85275
45,Master's,Sales Representative,13,68335
44,Master's,Data Analyst,13,101763
58,Bachelor's,Software Engineer,23,76773
45,PhD,Sales Representative,14,65170
52,PhD,Data Analyst,21,97687
38,Bachelor's,Manager,12,80674
46,PhD,Sales Representative,17,78475
22,Bachelor's,Manager,1,85498
47,PhD,Data Analyst,17,103243
26,Master's,Software Engineer,4,113658
57,High School,Data Analyst,21,48803
34,Bachelor's,Manager,7,80448
27,PhD,Data Analyst,3,98686
21,PhD,Data Analyst,2,98790
48,Master's,Data Analyst,17,104453
51,PhD,Sales Representative,19,68535
40,Master's,Software Engineer,10,99544
55,High School,Data Analyst,23,52329
55,Master's,Software Engineer,22,100603
54,Master's,Manager,17,129159
57,PhD,Manager,27,133101
46,Bachelor's,Sales Representative,11,43553
42,PhD,Sales Representative,14,70134
44,High School,Software Engineer,16,49346
36,High School,Manager,11,71740
60,Master's,Software Engineer,23,92574
48,Bachelor's,Data Analyst,16,84003
33,Bachelor's,Data Analyst,5,54052
49,High School,Manager,17,81365
47,High School,Data Analyst,14,55781
27,PhD,Data Analyst,4,85460
41,High School,Sales Representative,13,41813
45,Bachelor's,Data Analyst,15,80863
35,PhD,Data Analyst,10,99711
59,Master's,Data Analyst,20,99636
56,PhD,Manager,22,139850
39,Bachelor's,Software Engineer,11,72850
59,High School,Data Analyst,23,62050
54,Master's,Manager,23,116706
37,Bachelor's,Manager,10,76977
44,Master's,Sales Representative,15,54548
38,High School,Data Analyst,9,54306
32,Master's,Sales Representative,6,51156
40,Bachelor's,Sales Representative,12,46980
36,Bachelor's,Data Analyst,9,64040
53,Bachelor's,Sales Representative,19,57416
25,Bachelor's,Software Engineer,7,78468
54,Master's,Sales Representative,19,64427
40,Bachelor's,Sales Representative,12,37246
41,PhD,Data Analyst,13,115598
47,Bachelor's,Data Analyst,14,84885
44,PhD,Sales Representative,14,69015
49,Master's,Manager,16,127083
60,Master's,Data Analyst,24,115037
56,High School,Data Analyst,22,46347
22,PhD,Sales Representative,3,68865
41,PhD,Software Engineer,12,103779
47,High School,Data Analyst,15,65100
42,Bachelor's,Data Analyst,17,83847
48,PhD,Software Engineer,17,134552
28,Bachelor's,Manager,9,82515
38,High School,Manager,11,56124
34,PhD,Manager,8,111170
41,High School,Manager,14,66379
26,Master's,Data Analyst,3,87213
29,High School,Data Analyst,4,53960
21,Bachelor's,Data Analyst,0,66436
26,Master's,Sales Representative,6,65040
24,Master's,Data Analyst,2,71996
35,Bachelor's,Manager,8,80054
47,Bachelor's,Software Engineer,15,90004
36,PhD,Software Engineer,6,116839
44,Bachelor's,Data Analyst,13,79835
44,Master's,Sales Representative,12,53653
48,PhD,Sales Representative,17,66962
53,Master's,Software Engineer,21,111471
43,High School,Software Engineer,12,59482
41,High School,Sales Representative,11,37068
43,High School,Sales Representative,15,37229
49,Master's,Data Analyst,16,103943
39,High School,Software Engineer,13,69184
57,Master's,Sales Representative,24,55195
29,Master's,Data Analyst,6,93789
32,PhD,Sales Representative,6,60547
52,Bachelor's,Software Engineer,14,78886
40,PhD,Manager,15,124788
30,Bachelor's,Software Engineer,5,79070
50,Master's,Software Engineer,22,112275
58,Bachelor's,Data Analyst,21,72579
44,Bachelor's,Data Analyst,11,57477
22,Bachelor's,Sales Representative,4,39445
31,High School,Data Analyst,5,36857
23,Master's,Manager,5,99853
30,Master's,Manager,5,105442
45,PhD,Manager,14,102803
30,Bachelor's,Manager,3,73817
49,Bachelor's,Data Analyst,12,73539
47,PhD,Manager,13,115653
44,Master's,Manager,13,112954
24,High School,Software Engineer,5,44824
60,Bachelor's,Software Engineer,21,73182
28,Master's,Software Engineer,6,92878
52,Master's,Data Analyst,17,76320
45,High School,Manager,14,69451
41,High School,Sales Representative,9,31085
36,High School,Manager,9,77386
47,Master's,Manager,15,130022
28,Bachelor's,Software Engineer,0,82893
51,PhD,Manager,18,138196
59,High School,Manager,24,76344
54,PhD,Sales Representative,20,78407
31,High School,Software Engineer,5,43934
27,Master's,Data Analyst,4,73695
31,High School,Manager,6,56413
55,PhD,Data Analyst,19,112643
31,Master's,Sales Representative,5,60574
28,High School,Software Engineer,5,53255
41,Master's,Manager,13,120797
39,Master's,Data Analyst,14,82460
26,PhD,Software Engineer,4,130895
38,PhD,Data Analyst,12,89713
23,Master's,Data Analyst,1,73303
23,PhD,Sales Representative,1,68146
31,PhD,Sales Representative,7,60811
39,High School,Data Analyst,9,50451
58,Bachelor's,Manager,22,95936
59,High School,Manager,25,61207
36,PhD,Data Analyst,8,109025
31,High School,Manager,6,56062
41,High School,Manager,10,65620
52,High School,Data Analyst,18,49940
27,Bachelor's,Sales Representative,6,40163
32,Bachelor's,Data Analyst,4,81040
38,High School,Manager,8,59947
39,PhD,Software Engineer,11,96295
42,High School,Sales Representative,12,39259
24,High School,Sales Representative,4,29660
33,High School,Manager,6,67441
45,Bachelor's,Software Engineer,14,63287
24,Master's,Data Analyst,5,79276
53,Bachelor's,Manager,18,95381
42,Bachelor's,Data Analyst,13,57947
47,High School,Data Analyst,13,49588
48,High School,Software Engineer,14,52564
30,PhD,Manager,6,121414
52,Master's,Manager,20,126514
46,Bachelor's,Data Analyst,16,80267
60,Bachelor's,Sales Representative,22,56518
38,Master's,Software Engineer,14,94046
22,PhD,Software Engineer,2,111857
29,PhD,Software Engineer,8,112447
25,Master's,Software Engineer,1,89657
30,High School,Software Engineer,5,49112
34,High School,Manager,5,66263
27,High School,Data Analyst,3,42264
55,High School,Software Engineer,22,67514
53,Bachelor's,Software Engineer,20,79258
34,Bachelor's,Sales Representative,8,47111
53,High School,Data Analyst,20,43172
46,Bachelor's,Sales Representative,17,45518
37,Master's,Manager,9,96915
48,High School,Data Analyst,11,46048
52,Bachelor's,Sales Representative,19,57303
34,PhD,Data Analyst,9,104345
39,Bachelor's,Data Analyst,11,80577
36,PhD,Data Analyst,7,99979
57,PhD,Sales Representative,23,76069
58,Bachelor's,Data Analyst,21,70548
33,Bachelor's,Sales Representative,6,47930
57,Master's,Manager,20,102560
25,Bachelor's,Sales Representative,3,41957
49,Master's,Manager,18,126717
32,PhD,Data Analyst,4,88350
46,Master's,Manager,12,122165
50,High School,Sales Representative,19,37911
50,PhD,Manager,19,126015
44,High School,Data Analyst,18,42785
36,Bachelor's,Software Engineer,8,70180
30,Bachelor's,Data Analyst,5,49500
45,Master's,Sales Representative,14,62211
21,High School,Data Analyst,0,33654
35,High School,Data Analyst,7,37849
53,PhD,Data Analyst,22,107360
27,High School,Software Engineer,4,48789
21,PhD,Manager,0,133583
48,Bachelor's,Software Engineer,18,86500
41,Master's,Data Analyst,10,93835
48,Bachelor's,Manager,14,77255
27,PhD,Manager,3,124944
36,PhD,Software Engineer,8,110610
46,High School,Data Analyst,16,49257
32,High School,Manager,9,66409
54,High School,Manager,17,76241
40,Bachelor's,Sales Representative,14,53641
51,Bachelor's,Sales Representative,18,45726
21,Master's,Data Analyst,0,71555
53,Master's,Manager,19,98170
49,High School,Software Engineer,17,69194
56,PhD,Software Engineer,23,116017
59,Master's,Software Engineer,25,100563
24,PhD,Data Analyst,4,100463
25,PhD,Manager,2,113483
